 Day of  Day of              -------------Heat flow rates out in W----------------------------------------------
 sim.     year     Year    Radiation    Air       Floor   Lower wall  Upper wall   Feed      Total    Total ave.       HH            HHave          HHadj         HHadjave   SST      SS
  772      42        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  773      43        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  774      44        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  775      45        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  776      46        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  777      47        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  778      48        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  779      49        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  780      50        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  781      51        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  782      52        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  783      53        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  784      54        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  785      55        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  786      56        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  787      57        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
  788      58        3   -2516.800   1956.478    499.381      0.000     60.969     -0.000      0.028      0.028            99.            99.            99.            99.  7.95      F
